Name,ADDRESS,Phone,MEDICARE PROVIDER ID,NATIONAL PROVIDER ID (NPI),WEBSITE,PROVIDER TYPE,OWNERSHIP,BEDS,HEALTH SYSTEM AFFILIATION
Scripps Memorial Hospital Encinitas,"354 Santa Fe Drive, Encinitas, CA, 92024",(760) 753-6501,50503,1700829199,https://www.scripps.org/locations/hospitals/scripps-memorial-hospital-encinitas,Acute Care Hospitals,Voluntary non-profit - Private,158,/health_systems/scripps-health/
Scripps Memorial Hospital La Jolla,"9888 Genesee Avenue, La Jolla, CA, 92037",(858) 626-4123,50324,1841277704,https://www.scripps.org/locations/hospitals/scripps-memorial-hospital-la-jolla,Acute Care Hospitals,Physician,332,/health_systems/scripps-health/
Scripps Mercy Hospital,"4077 Fifth Avenue, San Diego, CA, 92103",(619) 294-8111,50077,1659359446,https://www.scripps.org/locations/hospitals/scripps-mercy-hospital,Acute Care Hospitals,Voluntary non-profit - Private,700,/health_systems/scripps-health/
Seaside Behavioral Center,"4201 Woodland Drive, New Orleans, LA, 70131",(504) 393-4223,194100,,https://www.seasidehc.com/,Psychiatric,Proprietary,49,
Seaside Health System,"4363 Convention Street, Baton Rouge, LA, 70806",(225) 522-4076,194103,,https://www.seasidehc.com/,Psychiatric,Proprietary,64,
Sedgwick County Health Center,"900 Cedar Street, Julesburg, CO, 80737",(970) 474-3323,61310,,https://www.schealth.org/,Critical Access Hospitals,Government - Local,25,
Seton Edgar B. Davis Hospital,"130 Hays Street, Luling, TX, 78648",(830) 875-7000,451371,,https://www.seton.net/locations/edgar-davis/,Critical Access Hospitals,Voluntary non-profit - Private,24,/health_systems/ascension-health/
Seton Highland Lakes Hospital,"3201 South Water Street, Burnet, TX, 78611",(512) 715-3000,451365,,https://www.seton.net/locations/highland-lakes/,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/ascension-health/
Seton Medical Center Hays,"6001 Kyle Parkway, Kyle, TX, 78640",(512) 324-5000,670056,1619115383,https://www.seton.net/locations/seton-medical-center-hays/,Acute Care Hospitals,Voluntary non-profit - Private,154,/health_systems/ascension-health/
Seton Medical Center Williamson,"201 Seton Parkway, Round Rock, TX, 78665",(512) 324-0000,670041,1578780870,https://www.seton.net/locations/seton-medical-center-williamson/,Acute Care Hospitals,Voluntary non-profit - Private,149,/health_systems/ascension-health/
Seton Shoal Creek,"3501 Mills Avenue, Austin, TX, 78731",(512) 324-2000,454029,,https://www.seton.net/locations/shoal-creek/,Psychiatric,Voluntary non-profit - Private,151,/health_systems/ascension-health/
Seton Smithville Regional Hospital,"1201 Hill Road, Smithville, TX, 78957",(512) 237-3214,450143,1154612638,https://www.seton.net/locations/seton-smithville-regional-hospital/,Acute Care Hospitals,Voluntary non-profit - Church,36,/health_systems/ascension-health/
Sevier Valley Regional Medical Centr,"1000 North Main Street, Richfield, UT, 84701",(435) 893-4100,460026,1336256775,https://intermountainhealthcare.org/locations/sevier-valley-hospital/,Acute Care Hospitals,Voluntary non-profit - Private,42,/health_systems/intermountain-healthcare/
Shannon Medical Center,"120 East Harris Street, San Angelo, TX, 76903",(325) 653-6741,450571,1992707228,https://www.shannonhealth.com/,Acute Care Hospitals,Voluntary non-profit - Private,441,/health_systems/shannon-health-system/
Sharp Chula Vista Medical Center,"751 Medical Center Court, Chula Vista, CA, 91911",(619) 502-5800,50222,1396728630,https://www.sharp.com/hospitals/chula-vista/,Acute Care Hospitals,Proprietary,306,/health_systems/sharp-healthcare/
Sharp Coronado Hospital,"250 Prospect Place, Coronado, CA, 92118",(619) 435-6251,50234,1154304475,https://www.sharp.com/hospitals/coronado/,Acute Care Hospitals,Proprietary,204,/health_systems/sharp-healthcare/
Sharp Grossmont Hospital,"5555 Grossmont Center Drive, La Mesa, CA, 91942",(619) 465-0711,50026,1528041811,https://www.sharp.com/hospitals/grossmont/,Acute Care Hospitals,Government - Hospital District or Authority,536,/health_systems/sharp-healthcare/
Sharp Memorial Hospital,"7901 Frost Street, San Diego, CA, 92123",(858) 939-3400,50100,1407839921,https://www.sharp.com/hospitals/memorial/,Acute Care Hospitals,Voluntary non-profit - Private,881,/health_systems/sharp-healthcare/
Shelby Baptist Medical Center,"1000 First Street North, Alabaster, AL, 35007",(205) 620-8100,10016,1811341167,https://www.brookwoodbaptisthealth.com/,Acute Care Hospitals,Voluntary non-profit - Private,252,/health_systems/tenet-healthcare-corporation/
Shelby Hospital,"199 West Main Street, Shelby, OH, 44875",(419) 342-5015,361324,,https://www.ohiohealth.com/locations/hospitals/shelby-hospital/,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/ohiohealth/
Shenandoah Memorial Hospital,"759 South Main Street, Woodstock, VA, 22664",(540) 459-1100,491305,,https://www.valleyhealthlink.com/Shenandoah-Memorial-Hospital.aspx,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/valley-health-system/
Shirley Ryan Abilitylab,"345 East Erie Street, Chicago, IL, 60611",3122383305,143026,,https://www.sralab.org/,,,242,
Shmc-Riverbend,"3333 Riverbend Drive, Springfield, OR, 97477",(541) 222-7300,380102,1083888515,https://www.peacehealth.org/sacred-heart-riverbend,Acute Care Hospitals,Voluntary non-profit - Private,347,/health_systems/peacehealth/
Shoshone Medical Center,"25 Jacobs Gulch, Kellogg, ID, 83837",(208) 784-1221,131314,,http://www.shoshonehealth.com/,Critical Access Hospitals,Government - Hospital District or Authority,25,
Shriners Childrens Hospital - Northern California,"2425 Stockton Boulevard, Sacramento, CA, 95817",(916) 453-2000,53311,,https://www.shrinershospitalsforchildren.org/sacramento,Childrens,Voluntary non-profit - Private,80,/health_systems/shriners-hospitals-for-children/
Shriners Children's Texas,"815 Market Street, Galveston, TX, 77550",(409) 770-6600,453311,,https://www.shrinershospitalsforchildren.org/texas,Childrens,Voluntary non-profit - Private,30,/health_systems/shriners-hospitals-for-children/
Shriners Hospitals for Children — Boston,"51 Blossom Street, Boston, MA, 02114",(617) 722-3000,223304,,https://www.shrinershospitalsforchildren.org/boston,Childrens,Proprietary,30,/health_systems/shriners-hospitals-for-children/
Shriners Hospitals for Children — Chicago,"2211 North Oak Park Avenue, Chicago, IL, 60707",(773) 622-5400,143302,,https://www.shrinershospitalsforchildren.org/chicago,Childrens,Voluntary non-profit - Private,60,/health_systems/shriners-hospitals-for-children/
Shriners Hospitals for Children — Cincinnati,"3229 Burnet Avenue, Cincinnati, OH, 45229",(513) 872-6000,363308,,https://www.shrinershospitalsforchildren.org/cincinnati,Childrens,Voluntary non-profit - Private,30,/health_systems/shriners-hospitals-for-children/
Shriners Hospitals for Children — Honolulu,"1310 Punahou Street, Honolulu, HI, 96826",(808) 941-4466,123301,,https://www.shrinershospitalsforchildren.org/honolulu,Childrens,Voluntary non-profit - Private,24,/health_systems/shriners-hospitals-for-children/
Shriners Hospitals for Children — Philadelphia,"3551 North Broad Street, Philadelphia, PA, 19140",(215) 430-4000,393309,,https://www.shrinershospitalsforchildren.org/philadelphia,Childrens,Voluntary non-profit - Other,53,/health_systems/shriners-hospitals-for-children/
Shriners Hospitals for Children — Portland,"3101 Sw Sam Jackson Park Road, Portland, OR, 97239",(971) 544-3312,383300,,http://www.shrinershospitalsforchildren.org/portland,Childrens,Voluntary non-profit - Private,29,/health_systems/shriners-hospitals-for-children/
Shriners Hospitals for Children - Salt Lake City,"1275 East Fairfax Road, Salt Lake City, UT, 84103",(801) 536-3500,463302,,https://www.shrinershospitalsforchildren.org/salt-lake-city,Childrens,Voluntary non-profit - Private,45,/health_systems/shriners-hospitals-for-children/
Shriners Hospitals for Children — Shreveport,"3100 Samford Avenue, Shreveport, LA, 71103",(318) 222-5704,193301,,https://www.shrinershospitalsforchildren.org/shreveport,Childrens,Voluntary non-profit - Private,45,/health_systems/shriners-hospitals-for-children/
Shriners Hospitals for Children — Spokane,"911 West Fifth Avenue, Spokane, WA, 99204",(509) 623-0422,503302,,https://www.shrinershospitalsforchildren.org/spokane,Childrens,Voluntary non-profit - Private,30,/health_systems/shriners-hospitals-for-children/
Shriners Hospitals for Children — Springfield,"516 Carew Street, Springfield, MA, 01104",(413) 787-2000,223303,,https://www.shrinershospitalsforchildren.org/springfield,Childrens,Voluntary non-profit - Private,40,/health_systems/shriners-hospitals-for-children/
Shriners Hospitals for Children — St. Louis,"4400 Clayton Avenue, Saint Louis, MO, 63110",(314) 432-3600,263304,,https://www.shrinershospitalsforchildren.org/st-louis,Childrens,Voluntary non-profit - Private,80,/health_systems/shriners-hospitals-for-children/
Sibley Memorial Hospital,"5255 Loughboro Road Nw, Washington, DC, 20016",(202) 537-4680,90005,1366492977,https://www.hopkinsmedicine.org/sibley-memorial-hospital/index.html,Acute Care Hospitals,Voluntary non-profit - Other,362,/health_systems/johns-hopkins-health-system/
Sidney Health Center,"216 14th Avenue Sw, Sidney, MT, 59270",(406) 488-2100,271344,,https://www.sidneyhealth.org/,Critical Access Hospitals,Voluntary non-profit - Other,25,
Sidney Regional Medical Center,"1000 Pole Creek Crossing, Sidney, NE, 69162",(308) 254-5825,281357,,https://www.sidneyrmc.com/,Critical Access Hospitals,Voluntary non-profit - Private,25,
Sierra View Medical Center,"465 West Putnam Avenue, Porterville, CA, 93257",(559) 784-1110,50261,1639143381,https://www.sierra-view.com/,Acute Care Hospitals,Voluntary non-profit - Private,120,
Sierra Vista Hospital,"8001 Bruceville Road, Sacramento, CA, 95823",(916) 423-2000,54087,,https://sierravistahospital.com/,Psychiatric,Proprietary,171,/health_systems/universal-health-services/
Sierra Vista Regional Medical Center,"1010 Murray Avenue, San Luis Obispo, CA, 93405",(850) 546-7600,50506,1639101116,https://www.sierravistaregional.com/,Acute Care Hospitals,Proprietary,186,/health_systems/tenet-healthcare-corporation/
Signature Healthcare Brockton,"680 Centre Street, Brockton, MA, 02302",(508) 941-7000,220052,1063431286,https://www.signature-healthcare.org/,Acute Care Hospitals,Voluntary non-profit - Other,205,/health_systems/signature-healthcare/
Siloam Springs Regional Hospital,"603 North Progress Avenue, Siloam Springs, AR, 72761",(479) 524-4141,40001,1902051816,https://www.northwesthealth.com/siloam-springs-regional-hospital,Acute Care Hospitals,Voluntary non-profit - Other,73,/health_systems/community-health-systems/
Silver Cross Hospital,"1900 Silver Cross Boulevard, New Lenox, IL, 60451",(815) 300-1100,140213,1568553519,https://www.silvercross.org/,Acute Care Hospitals,Voluntary non-profit - Private,304,/health_systems/silver-cross-hospital/
Sinai-Grace Hospital,"6071 West Outer Drive, Detroit, MI, 48235",(313) 966-3300,230024,1760794044,https://www.dmc.org/our-locations/sinai-grace-hospital,Acute Care Hospitals,Proprietary,991,/health_systems/tenet-healthcare-corporation/
Singing River Health System,"2809 Denny Avenue, Pascagoula, MS, 39581",(228) 809-5000,250040,1124136593,https://www.singingriverhealthsystem.com/,Acute Care Hospitals,Government - Local,551,/health_systems/singing-river-health-system/
Sioux Center Health Avera,"1101 9th Street Se, Sioux Center, IA, 51250",(712) 722-1271,161346,,https://www.siouxcenterhealth.org/,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/avera-health/
Sisters Of Charity Hospital,"2157 Main Street, Buffalo, NY, 14214",(716) 862-1000,330078,1790727543,https://www.chsbuffalo.org/sisters-charity-hospital,Acute Care Hospitals,Voluntary non-profit - Private,413,/health_systems/trinity-health/
Skagit Regional Health,"330 South Stillaguamish Avenue, Arlington, WA, 98223",(360) 435-2133,500060,1073566246,https://www.skagitregionalhealth.org/,Acute Care Hospitals,Government - Hospital District or Authority,48,
Skyline Medical Center,"3441 Dickerson Pike, Nashville, TN, 37207",(615) 769-2000,440006,1295780476,https://tristarskyline.com/,Acute Care Hospitals,Voluntary non-profit - Private,395,/health_systems/hca-healthcare/
Sky Ridge Medical Center,"10101 Ridge Gate Parkway, Lone Tree, CO, 80124",(720) 225-1000,60112,1659325629,https://skyridgemedcenter.com/,Acute Care Hospitals,Voluntary non-profit - Other,186,/health_systems/hca-healthcare/
Sleepy Eye Medical Center,"400 Fourth Avenue Nw, Sleepy Eye, MN, 56085",(507) 794-3571,241327,,https://semedicalcenter.org/,Critical Access Hospitals,Government - Local,16,
Smyth County Community Hospital,"245 Medical Park Drive, Marion, VA, 24354",(276) 378-1000,490038,1073519377,https://www.balladhealth.org/hospitals/smyth-county-community-marion,Acute Care Hospitals,Voluntary non-profit - Private,170,/health_systems/ballad-health/
Soin Medical Center,"3535 Pentagon Boulevard, Beavercreek, OH, 45431",(937) 702-4000,360360,1760764849,https://ketteringhealth.org/soin/,Acute Care Hospitals,Voluntary non-profit - Private,129,/health_systems/kettering-health-network/
Soldiers & Sailors Memorial Hospital,"418 North Main Street, Penn Yan, NY, 14527",(315) 787-4175,331314,,https://www.flhealth.org/services/inpatient-care/soldiers-sailors-memorial-hospital/,Critical Access Hospitals,Voluntary non-profit - Other,35,/health_systems/finger-lakes-health/
South Austin Medical Center,"901 West Ben White Boulevard, Austin, TX, 78704",(512) 448-7107,450713,1679528889,https://stdavids.com/locations/st-davids-south-austin-medical-center/?utm_campaign=corp_listings_mgmt&utm_source=google&utm_medium=business_listing&com.dotmarketing.htmlpage.language=1,Acute Care Hospitals,Proprietary,334,/health_systems/hca-healthcare/
South Baldwin Regional Medical Cente,"1613 North Mckenzie Street, Foley, AL, 36535",(251) 949-3400,10083,1053382655,https://www.southbaldwinrmc.com/,Acute Care Hospitals,Proprietary,112,/health_systems/community-health-systems/
South Bay Hospital,"4016 Sun City Center Blvd, Sun City Center, FL, 33573",(813) 634-3301,100259,1164476867,https://southbayhospital.com/,Acute Care Hospitals,Proprietary,112,/health_systems/hca-healthcare/
Southern California Hospital At Culver City,"3828 Delmas Terrace, Culver City, CA, 90232",3108367000,50752,1205925054,https://www.sch-culvercity.com/,,,420,/health_systems/prospect-medical-holdings/
Southern California Hospital at Hollywood,"6245 De Longpre Avenue, Los Angeles, CA, 90028",(323) 462-2271,50135,1023010113,http://sch-hollywood.com/,Acute Care Hospitals,Proprietary,579,/health_systems/prospect-medical-holdings/
Southern California Hospital at Van Nuys,"3828 Delmas Ter, Culver City, CA, 90232",None,555874,,https://www.sch-culvercity.com/,,,,/health_systems/prospect-medical-holdings/
Southern Hills Medical Center,"391 Wallace Road, Nashville, TN, 37211",(615) 781-4000,440197,1720032345,https://tristarhealth.com/locations/tristar-southern-hills/,Acute Care Hospitals,Proprietary,180,/health_systems/hca-healthcare/
Southern Maine Medical Center,"One Medical Center Drive, Biddeford, ME, 04005",(207) 283-7000,200019,1659392819,https://www.mainehealth.org/southern-maine-health-care?utm_source=google&utm_medium=local,Acute Care Hospitals,Voluntary non-profit - Private,150,/health_systems/mainehealth/
Southern New Hampshire Medical Center,"8 Prospect Street, Nashua, NH, 03060",(603) 577-2000,300020,1598700940,https://www.snhhealth.org/,Acute Care Hospitals,Voluntary non-profit - Private,188,/health_systems/southern-new-hampshire-health/
Southern Ohio Medical Center,"1805 27th Street, Portsmouth, OH, 45662",(740) 356-5000,360008,1053342816,https://www.somc.org/,Acute Care Hospitals,Voluntary non-profit - Other,237,/health_systems/ohiohealth/
Southern Tennessee Regional Medical Center Of Pulaski,"1265 East College Street, Pulaski, TN, 38478",(931) 363-7531,440020,1841388519,http://www.southerntnpulaski.com/,Acute Care Hospitals,Proprietary,95,/health_systems/lifepoint-health/
South Pointe Hospital,"20000 Harvard Road, Warrensville Heights, OH, 44122",(216) 491-6000,360144,1235183542,https://my.clevelandclinic.org/locations/south-pointe-hospital,Acute Care Hospitals,Voluntary non-profit - Other,180,/health_systems/the-cleveland-clinic-health-system/
South Texas Health System,"1400 West Trenton Road, Edinburg, TX, 78539",(956) 632-4484,450119,1770573586,https://www.southtexashealthsystem.com/,Acute Care Hospitals,Proprietary,870,/health_systems/universal-health-services/
South Texas Health System McAllen,"1900 S D St, Mcallen, TX, 78503",9366324000,450811,1508856337,,,,50,/health_systems/universal-health-services/
Southwestern Vermont Medical Center,"100 Hospital Drive, Bennington, VT, 05201",(802) 442-6361,470012,1205865789,https://svhealthcare.org/,Acute Care Hospitals,Voluntary non-profit - Private,180,/health_systems/southwestern-vermont-health-care/
Southwest Healthcare System - Murrieta,"25500 Medical Center Drive, Murrieta, CA, 92562",(951) 696-6000,50701,1245221050,https://www.swhealthcaresystem.com/,Acute Care Hospitals,Proprietary,250,/health_systems/universal-health-services/
Sovah Health - Danville,"142 South Main Street, Danville, VA, 24541",(434) 799-2100,490075,1154419737,https://www.sovahhealth.com/patients-visitors/about-us/sovah-health-martinsville,Acute Care Hospitals,Proprietary,250,/health_systems/lifepoint-health/
Spalding Regional Hospital,"601 South Eighth Street, Griffin, GA, 30224",(770) 228-2721,110031,1972535318,https://www.wellstar.org/locations/pages/wellstar-spalding-regional-hospital.aspx?modal=true,Acute Care Hospitals,Proprietary,160,/health_systems/wellstar-health-system/
Sparrow Carson Hospital,"406 East Elm Street, Carson City, MI, 48811",(989) 584-3131,230208,1336103043,https://www.sparrow.org/our-hospitals-services/sparrow-hospitals/sparrow-carson-hospital,Acute Care Hospitals,Voluntary non-profit - Other,103,/health_systems/sparrow-health-system/
Sparrow Clinton Hospital,"805 South Oakland Street, Saint Johns, MI, 48879",(989) 224-6881,231326,,https://www.sparrow.org/our-hospitals-services/sparrow-hospitals/sparrow-clinton-hospital,Critical Access Hospitals,Proprietary,25,/health_systems/sparrow-health-system/
Sparrow Eaton Hospital,"321 East Harris Street, Charlotte, MI, 48813",(517) 543-1050,231327,,https://www.sparrow.org/our-hospitals-services/sparrow-hospitals/sparrow-eaton-hospital,Critical Access Hospitals,Voluntary non-profit - Other,25,
Sparrow Ionia Hospital,"3565 South State Road, Ionia, MI, 48846",(616) 527-4200,231331,,https://www.sparrow.org/our-hospitals-services/sparrow-hospitals/sparrow-ionia-hospital,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/sparrow-health-system/
Sparrow Specialty Hospital,"8 West Sparrow Hospital Tower, Lansing, MI, 48912",5173646800,232037,,https://www.sparrow.org/our-hospitals-services/sparrow-hospitals/sparrow-specialty-hospital,,,36,/health_systems/sparrow-health-system/
Spaulding Hospital Cambridge,"1575 Cambridge Street, Cambridge, MA, 02138",6178764344,222000,,http://spauldingrehab.org/locations/cambridge-ma/,,,180,/health_systems/partners-healthcare-system/
Spaulding Rehabilitation Hospital,"300 First Avenue, Charlestown, MA, 02129",6177206400,223034,,http://spauldingrehab.org/,,,132,/health_systems/partners-healthcare-system/
Speare Memorial Hospital,"16 Hospital Road, Plymouth, NH, 03264",(603) 536-1120,301311,,https://spearehospital.com/,Critical Access Hospitals,Voluntary non-profit - Private,25,
Spectrum Health Big Rapids,"605 Oak Street, Big Rapids, MI, 49307",(231) 796-8691,230093,1316945991,https://www.spectrumhealth.org/locations/spectrum-health-big-rapids-hospital,Acute Care Hospitals,Government - Local,74,/health_systems/spectrum-health/
Spectrum Health Butterworth Hospital,"100 Michigan Street Ne, Grand Rapids, MI, 49503",(616) 391-1774,230038,1922090554,https://www.spectrumhealth.org/,Acute Care Hospitals,Voluntary non-profit - Private,1135,/health_systems/spectrum-health/
Spectrum Health Gerber,"212 South Sullivan Avenue, Fremont, MI, 49412",(231) 924-3300,231338,,https://www.spectrumhealth.org/locations/spectrum-health-gerber-memorial,Critical Access Hospitals,Voluntary non-profit - Private,61,/health_systems/spectrum-health/
Spectrum Health Ludington,"One Atkinson Drive, Ludington, MI, 49431",(231) 843-2591,230110,1972589489,https://www.spectrumhealth.org/locations/spectrum-health-ludington-hospital,Acute Care Hospitals,Voluntary non-profit - Private,81,/health_systems/spectrum-health/
Spectrum Health Pennock,"1009 West Green Street, Hastings, MI, 49058",2699453451,230040,1023001146,https://www.spectrumhealth.org/locations/spectrum-health-pennock,,,89,/health_systems/spectrum-health/
Spectrum Health Reed City,"300 North Patterson Road, Reed City, MI, 49677",(231) 832-3271,231323,,https://www.spectrumhealth.org/locations/spectrum-health-reed-city-hospital,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/spectrum-health/
Spectrum Health United Memorial,"615 South Bower Street, Greenville, MI, 48838",(616) 754-4691,230035,1457304495,https://www.spectrumhealth.org/locations/spectrum-health-united-hospital,Acute Care Hospitals,Voluntary non-profit - Other,48,/health_systems/spectrum-health/
Spectrum Health Zeeland,"8333 Felch Street, Zeeland, MI, 49464",(616) 772-4644,230003,1275536344,https://www.spectrumhealth.org/locations/spectrum-health-zeeland-community-hospital,Acute Care Hospitals,Voluntary non-profit - Private,57,/health_systems/spectrum-health/
Spencer Hospital,"1200 First Avenue East, Suite 1, Spencer, IA, 51301",(712) 264-8300,160112,1255328621,https://www.spencerhospital.org/,Acute Care Hospitals,Government - Local,93,
Spooner Health,"1280 Chandler Dr, Spooner, WI, 54801",None,527195,,https://www.spoonerhealth.com/,,,,
Spotsylvania Regional Medical Center,"4600 Spotsylvania Parkway, Fredericksburg, VA, 22408",(540) 498-4000,490141,1376876664,https://spotsrmc.com/,Acute Care Hospitals,Proprietary,126,/health_systems/hca-healthcare/
Springfield Hospital,"25 Ridgewood Road, Springfield, VT, 05156",(802) 885-2151,471306,,https://springfieldhospital.org/,Critical Access Hospitals,Voluntary non-profit - Private,25,/health_systems/springfield-medical-care-systems/
Springfield Regional Medical Center,"100 Medical Center Drive, Springfield, OH, 45504",(937) 523-1000,360086,1144286402,https://www.mercy.com/locations/hospitals/springfield/springfield-medical-center,Acute Care Hospitals,Voluntary non-profit - Private,254,/health_systems/mercy-health-2/
Spring Mountain Sahara,"5460 West Sahara, Las Vegas, NV, 89146",(702) 873-2400,294010,,https://www.springmountainsahara.com/,Psychiatric,Proprietary,30,/health_systems/universal-health-services/
Spring Mountain Treatment Center,"7000 West Spring Mountain Road, Las Vegas, NV, 89117",(702) 873-2400,294011,,https://www.springmountaintreatmentcenter.com/,Psychiatric,Proprietary,110,/health_systems/universal-health-services/
Spring Valley Hospital Medical Cntr,"5400 South Rainbow Boulevard, Las Vegas, NV, 89118",(702) 853-3000,290046,1346230323,https://www.springvalleyhospital.com/,Acute Care Hospitals,Proprietary,364,/health_systems/universal-health-services/
Spring View Hospital,"320 Loretto Road, Lebanon, KY, 40033",(270) 692-5145,180024,1780746420,https://www.springviewhospital.com/,Acute Care Hospitals,Proprietary,75,/health_systems/lifepoint-health/
Springwoods Behavioral,"1955 West Truckers Drive, Fayetteville, AR, 72704",(479) 973-6000,44019,,https://www.springwoodsbehavioral.com/,Psychiatric,Proprietary,80,/health_systems/universal-health-services/
St. Agnes Hospital,"900 Caton Avenue, Baltimore, MD, 21229",(410) 368-2101,210011,1245274901,https://www.stagnes.org/,Acute Care Hospitals,Voluntary non-profit - Church,407,/health_systems/ascension-health/
St. Alexius Medical Center Hoffman Estates,"1555 Barrington Road, Hoffman Estates, IL, 60169",(847) 843-2000,140290,1376644385,https://www.amitahealth.org/locations/hospitals/hoffman-estates,Acute Care Hospitals,Voluntary non-profit - Church,342,/health_systems/ascension-health/
St. Aloisius Medical Center,"325 East Brewster Street, Harvey, ND, 58341",(701) 324-4651,351327,,https://www.staloisius.com/,Critical Access Hospitals,Voluntary non-profit - Private,25,
St. Alphonsus Medical Center - Namp,"4300 East Flamingo Avenue, Nampa, ID, 83686",(208) 205-0050,130013,1659371870,https://www.saintalphonsus.org/location/saint-alphonsus-medical-center-nampa-1,Acute Care Hospitals,Voluntary non-profit - Church,152,/health_systems/trinity-health/
St. Alphonsus Regional Med Center,"1055 N Curtis Rd, Boise, ID, 83706",(208) 367-2121,130007,1992736649,https://www.saintalphonsus.org/,Acute Care Hospitals,Voluntary non-profit - Church,365,/health_systems/trinity-health/
Stanislaus Surgical Center,"1421 Oakdale Road, Modesto, CA, 95355",(209) 572-2700,50726,1437121886,https://stanislaussurgical.com/,Acute Care Hospitals,Voluntary non-profit - Private,23,/health_systems/sutter-health/
St Anthony Hospital,"11567 Canterwood Boulevard Nw, Gig Harbor, WA, 98332",(253) 530-2050,500151,1447406699,https://www.chifranciscan.org/locations/details.location.a2c03814-14bf-4688-802a-68ddee3fc1e5.html?utm_source=LocalSearch&utm_medium=Facility&utm_campaign=CHIFranciscan&utm_term=StAnthonyHospital&y_source=1_MTU2ODQ0NjItNzE1LWxvY2F0aW9uLndlYnNpdGU%3D,Acute Care Hospitals,Voluntary non-profit - Church,80,/health_systems/catholic-health-initiatives/
St Anthony Hospital,"1000 North Lee Street, Oklahoma City, OK, 73102",(405) 272-7000,370037,1366545311,https://www.ssmhealth.com/locations/st-anthony-hospital,Acute Care Hospitals,Voluntary non-profit - Church,686,/health_systems/ssm-health/
St Anthony Hospital,"11600 West Second Place, Lakewood, CO, 80228",(720) 321-0000,60015,1164430567,https://www.centura.org/locations/st-anthony-hospital,Acute Care Hospitals,Voluntary non-profit - Church,593,/health_systems/catholic-health-initiatives/
St Anthony North Health Campus,"14300 Orchard Parkway, Westminster, CO, 80023",(720) 627-0000,60104,1619985942,https://www.centura.org/locations/st-anthony-north-health-campus,Acute Care Hospitals,Voluntary non-profit - Private,196,/health_systems/catholic-health-initiatives/
St Anthony Summit Medical Center,"340 Peak One Drive, Frisco, CO, 80443",(970) 668-3300,60118,1720096092,https://www.centura.org/locations/st-anthony-summit-medical-center,Acute Care Hospitals,Voluntary non-profit - Church,35,/health_systems/catholic-health-initiatives/
Starr Regional Medical Center,"886 Highway 411 N, Etowah, TN, 37331",4232633600,440054,1134480155,https://www.starrregional.com/,,,72,/health_systems/lifepoint-health/
St. Bernards Five Rivers Medical Center,"2801 Medical Center Drive, Pocahontas, AR, 72455",(870) 892-6000,40047,1528360989,https://www.fiveriversmc.com/,Acute Care Hospitals,Government - Local,50,
St. Bernards Medical Center,"225 East Jackson Avenue, Jonesboro, AR, 72401",(870) 972-4100,40020,1922043686,https://www.stbernards.info/,Acute Care Hospitals,Voluntary non-profit - Private,378,/health_systems/saint-bernards-healthcare/
St. Catherine Hospital,"4321 Fir Street, East Chicago, IN, 46312",(219) 392-7004,150008,1689776882,https://www.comhs.org/about-us/st-catherine-hospital,Acute Care Hospitals,Voluntary non-profit - Private,189,/health_systems/community-foundation-of-northwest-indiana/
St. Catherine Hospital,"401 East Spruce Street, Garden City, KS, 67846",(620) 272-2222,170023,1659360196,https://www.centura.org/locations/st-catherine-hospital,Acute Care Hospitals,Voluntary non-profit - Private,132,/health_systems/catholic-health-initiatives/
St. Charles Hospital,"2600 Navarre Avenue, Oregon, OH, 43616",(419) 696-7200,360081,1497792568,https://www.mercy.com/locations/hospitals/toledo/mercy-health-st-charles-hospital,Acute Care Hospitals,Voluntary non-profit - Church,342,/health_systems/mercy-health-2/
St. Charles Parish Hospital,"1057 Paul Maillard Road, Luling, LA, 70070",(985) 785-3644,190079,1295716637,https://www.ochsner.org/locations/st-charles-parish-hospital/,Acute Care Hospitals,Government - Hospital District or Authority,57,/health_systems/ochsner-health-system/
St. Clair Hospital,"1000 Bower Hill Road, Pittsburgh, PA, 15243",(412) 942-4000,390228,1073587119,https://www.stclair.org/,Acute Care Hospitals,Voluntary non-profit - Private,328,/health_systems/saint-clair-memorial-hospital/
St. Cloud Hospital,"1406 Sixth Avenue North, Saint Cloud, MN, 56303",(320) 255-5661,240036,1043269798,https://www.centracare.com/locations/st-cloud-hospital/,Acute Care Hospitals,Voluntary non-profit - Private,489,/health_systems/centracare-health-system/
St. Davids Medical Center,"919 East 32nd Street, Austin, TX, 78705",(512) 476-7111,450431,1720033947,https://stdavids.com/location/st-davids-medical-center,Acute Care Hospitals,Proprietary,607,/health_systems/hca-healthcare/
St. Elizabeth Boardman Health Center,"8401 Market Street, Boardman, OH, 44512",(330) 729-2929,360276,1790868982,https://www.mercy.com/locations/hospitals/youngstown/mercy-health-st-elizabeth-boardman-hospital,Acute Care Hospitals,Voluntary non-profit - Church,306,/health_systems/mercy-health-2/
