hospitalname,category,serviceCode,serviceName,servicePrice,state
WakeMed Cary Hospital,Emergency Care,HCPCS 99285,Emergency Level 5,$165.00,NC
WakeMed Cary Hospital,Hospital,HCPCS 99234,Hospital observation care discharge,$135.00,NC
WakeMed Cary Hospital,Hospital,HCPCS 99219,Hospital observation care typically 30 minutes,$108.27,NC
WakeMed Cary Hospital,Hospital,HCPCS 99235,"Hospital observation or inpatient care moderate severity, 50 minutes per day",$135.00,NC
WakeMed Cary Hospital,Hospital,HCPCS 99218,Hospital Observation per Hour,$111.50,NC
WakeMed Cary Hospital,Hospital,HCPCS 99224,"Subsequent observation care, typically 35 minutes per day",$111.50,NC
WakeMed Cary Hospital,Office Visit,HCPCS 99385,Initial new patient preventive medicine evaluation (18-39 years),$90.00,NC
WakeMed Cary Hospital,Office Visit,HCPCS 99386,Initial new patient preventive medicine evaluation (40-64 years),$140.00,NC
WakeMed Cary Hospital,Office Visit,HCPCS 99204,"New patient office of other outpatient visit, typically 45 min",$103.50,NC
WakeMed Cary Hospital,Office Visit,HCPCS 99205,"New patient office of other outpatient visit, typically 60 min",$132.00,NC
WakeMed Cary Hospital,Office Visit,HCPCS 99203,"New patient office or other outpatient visit, typically 30 min",$174.35,NC
WakeMed Cary Hospital,Office Visit,HCPCS 99243,"Patient office consultation, typically 40 min",$135.00,NC
WakeMed Cary Hospital,Office Visit,HCPCS 99244,"Patient office consultation, typically 60 min",$177.00,NC
WakeMed Cary Hospital,Psychology,HCPCS 90847,"Family psychotherapy, including patient, 50 min",$101.75,NC
WakeMed Cary Hospital,Psychology,HCPCS 90846,"Family psychotherapy, not including patient, 50 min",$84.15,NC
WakeMed Cary Hospital,Psychology,HCPCS 90853,Group psychotherapy,$60.50,NC
WakeMed Cary Hospital,Psychology,HCPCS 90791,Psychiatric diagnostic evaluation,$149.13,NC
WakeMed Cary Hospital,Psychology,HCPCS 90832,"Psychotherapy, 30 minutes with patient",$68.75,NC
WakeMed Cary Hospital,Psychology,HCPCS 90834,"Psychotherapy, 45 minutes with patient",$96.25,NC
WakeMed Cary Hospital,Psychology,HCPCS 90837,"Psychotherapy, 60 min",$107.25,NC
WakeMed Cary Hospital,Speech,HCPCS 92523,Evaluation of Speech Sound Production and Language Comprehenson,$305.90,NC
WakeMed Cary Hospital,Speech,HCPCS 92507,Speech Therapy,$143.53,NC
WakeMed Cary Hospital,Speech,HCPCS 92610,Swallow Evaluation,$193.23,NC
WakeMed Cary Hospital,Speech,HCPCS 92526,Swallow Treatment,$140.35,NC
WakeMed Cary Hospital,Blood,HCPCS 85018,"Blood count, hemoglobin",$38.35,NC
WakeMed Cary Hospital,Blood,HCPCS 85014,"Blood count, hemoglobin and hematocrit",$54.60,NC
WakeMed Cary Hospital,Blood,HCPCS 82950,Blood glucose (sugar) level after receiving dose of glucose,$29.45,NC
WakeMed Cary Hospital,Blood,HCPCS 82951,Blood glucose (sugar) tolerance test,$103.38,NC
WakeMed Cary Hospital,Blood,HCPCS 85610,"Blood test, clotting time",$53.75,NC
WakeMed Cary Hospital,Blood,HCPCS 85730,Coagulation assessment blood test,$55.45,NC
WakeMed Cary Hospital,Blood,HCPCS 85611,Coagulation Function Measurement; D-dimer; quantitative,$27.08,NC
WakeMed Cary Hospital,Blood,HCPCS 85025,"Complete blood cell count, with differential white blood cells, automated",$107.55,NC
WakeMed Cary Hospital,Blood,HCPCS 85027,"Complete blood count, automated",$52.70,NC
WakeMed Cary Hospital,Blood,HCPCS 85008,Microscopic examination for white blood cells,$38.73,NC
WakeMed Cary Hospital,Blood,HCPCS 85007,Microscopic examination for white blood cells with manual cell count,$50.58,NC
WakeMed Cary Hospital,Blood,HCPCS 85303,Protein S (clotting inhibitor) level,$224.20,NC
WakeMed Cary Hospital,Blood,HCPCS 85660,Red blood cell sickling measurement,$49.85,NC
WakeMed Cary Hospital,Blood,HCPCS P9016,"Red Blood Cells, Leukocytes Reduced, Each Unit",$284.45,NC
WakeMed Cary Hospital,Blood,HCPCS 85041,"Red blood count, automated test",$41.05,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84588,ADH (antidiuretic hormone) level,$190.78,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82024,Adrenocorticotropic hormone (ACTH) level,$227.35,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82040,Albumin (protein) level,$51.40,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82103,Alpha-1-antitrypsin; total,$104.75,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82105,"Alpha-Fetoprotein (AFP) Level, Serum",$121.20,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82140,Ammonia level,$76.63,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82150,Amylase (enzyme) level,$103.53,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82164,Angiotensin l - converting enzyme (ACE) level,$137.58,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82803,Arterial Blood Gases Measurement,$116.00,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84439,Assay of free thyroxine,$145.78,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82232,Beta-2 microglobulin (protein) level,$82.78,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82248,Bilirubin level (Direct),$46.63,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82247,Bilirubin level (Total),$47.88,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82565,Blood creatinine level,$42.25,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82947,Blood glucose (sugar) level,$25.40,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84295,Blood sodium level,$33.65,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84132,"Blood test panel for electrolytes (sodium potassium, chloride, carbon dioxide)",$31.18,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84443,"Blood test, thyroid stimulating hormone (TSH)",$148.43,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82310,Calcium level,$49.05,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82374,Carbon dioxide (bicarbonate) level,$57.15,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82378,Carcinoembryonic antigen (CEA) protein level,$153.28,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82465,Cholesterol level,$56.33,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82525,Copper level,$111.25,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82533,Cortisol Measurement,$53.33,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84681,C-peptide (protein) level,$132.93,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82550,Creatine kinase Level (cardiac enzyme) - Total,$37.50,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82607,Cyanocobalamin (vitamin B-12) level,$126.10,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82626,Dehydroepiandrosterone (DHEA-S) hormone level,$183.48,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82652,"Dihydroxyvitamin D, 1, 25 level",$191.60,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82728,Ferritin (blood protein) level,$124.38,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82746,Folic acid; serum,$82.68,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82784,Gammaglobulin Measurement,$54.25,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82977,Glutamyltransferase (liver enzyme) level,$76.13,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83036,Glycosylated hemoglobin test,$108.50,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83001,"Gonadotropin, luteinizing (reproductive hormone) level",$38.73,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83002,Gonadotropin (reproductive hormone) analysis,$49.30,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83010,Haptoglobin (serum protein) level,$68.08,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83718,HDL cholesterol level,$81.38,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83020,Hemoglobin Measurement,$83.88,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83090,Homocysteine (amino acid) level,$185.33,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83498,"Hydroxyprogesterone, 17-D (synthetic hormone) level",$138.85,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83520,IgE (immune system protein) level,$182.50,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83525,Insulin Measurement; Total,$92.50,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82330,Ionized Calcium,$87.80,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83550,Iron Binding Capacity,$95.73,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83540,Iron level,$55.20,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83615,Lactate dehydrogenase (enzyme) level,$47.45,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83721,LDL cholesterol level,$59.98,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83690,Lipase (fat enzyme) level,$111.65,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84450,"Liver enzyme (SGOT), level",$25.40,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84480,"Liver enzyme (SGPT), level",$79.20,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83021,Liver function blood test panel,$155.83,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83735,Magnesium Level,$57.93,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82542,Mass spectrometry,$142.45,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83883,"Nephelometry, test method using light",$60.75,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83915,Nucleotidase 5' (enzyme) level,$71.95,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83918,Organic acid level,$237.48,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83945,Oxalate level,$98.45,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83970,Parathormone,$163.68,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84060,Phosphatase (enzyme) level,$110.05,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84157,Prealbumin (protein) level,$68.20,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83519,Procalcitonin (hormone) level,$124.13,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84146,Prolactin (milk producing hormone) level,$183.03,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84165,"Protein Measurement, Serum",$132.40,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82270,Stool analysis for blood,$36.55,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84403,Testosterone (hormone) level,$174.78,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84402,Testosterone Level; Free,$147.70,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84479,"Thyroid hormone, T3 measurement",$63.88,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84445,Thyroid stimulating immune globulins (thyroid related protein) level,$230.38,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84436,Thyroxine (thyroid chemical) measurement - Total,$91.80,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84155,"Total protein level, blood",$68.20,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84156,"Total Protein Level, Urine",$68.20,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84478,Triglycerides level,$44.88,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84166,Troponin (protein) analysis,$133.50,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84560,Uric acid level,$42.13,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84550,"Uric acid level, blood",$48.28,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82340,Urine calcium level,$40.95,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82436,Urine chloride level,$36.60,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82043,Urine microalbumin (protein) level,$47.98,NC
WakeMed Cary Hospital,Chemistry,HCPCS 83935,Urine osmolality (concentration) measurement,$47.03,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84120,Urine porphyrins (metabolism substance) measurement,$94.38,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84133,Urine potassium level,$39.75,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84300,Urine sodium level,$37.55,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84591,Vitamin B-6 level,$130.90,NC
WakeMed Cary Hospital,Chemistry,HCPCS 82306,Vitamin D; 25 hydroxy,$177.83,NC
WakeMed Cary Hospital,Chemistry,HCPCS 84630,Zinc level,$69.53,NC
WakeMed Cary Hospital,Immunology,HCPCS 86618,Analysis for antibody Borrelia burgdorferi (Lyme disease bacteria),$144.05,NC
WakeMed Cary Hospital,Immunology,HCPCS 86644,Analysis for antibody (IgM) to Cytomegalovirus (CMV),$116.88,NC
WakeMed Cary Hospital,Immunology,HCPCS 86694,Analysis for antibody to Herpes simplex virus,$125.03,NC
WakeMed Cary Hospital,Immunology,HCPCS 86695,"Analysis for antibody to Herpes simplex virus, type 1",$83.40,NC
WakeMed Cary Hospital,Immunology,HCPCS 86701,Analysis for antibody to HIV -1 virus,$63.65,NC
WakeMed Cary Hospital,Immunology,HCPCS 86803,Confirmation test for Hepatitis C antibody,$138.58,NC
WakeMed Cary Hospital,Immunology,HCPCS 86318,Covid-19 antibody test,$72.10,NC
WakeMed Cary Hospital,Immunology,HCPCS 86225,Deoxyribonucleic acid (DNA) antibody; native or double stranded,$95.35,NC
WakeMed Cary Hospital,Immunology,HCPCS 86704,Hepatitis B core antibody (IgM) measurement,$104.90,NC
WakeMed Cary Hospital,Immunology,HCPCS 86706,Hepatitis B surface antibody measurement,$95.63,NC
WakeMed Cary Hospital,Immunology,HCPCS 86317,Immunoassay for infectious agent antibody,$47.35,NC
WakeMed Cary Hospital,Immunology,HCPCS 86334,Immunologic analysis technique on body fluid; Immunofixation electrophoresis,$101.05,NC
WakeMed Cary Hospital,Immunology,HCPCS 86140,Measurement C-reactive protein,$104.05,NC
WakeMed Cary Hospital,Immunology,HCPCS 86003,Measurement of antibody (IgE) to allergic substance,$44.73,NC
WakeMed Cary Hospital,Immunology,HCPCS 86161,Measurement of Complement (Immune System Proteins),$112.78,NC
WakeMed Cary Hospital,Immunology,HCPCS 86708,Measurement of Hepatitis A antibody (IgM),$123.28,NC
WakeMed Cary Hospital,Immunology,HCPCS 86376,Microsomal Antibodies Measurement,$110.48,NC
WakeMed Cary Hospital,Immunology,HCPCS 86431,Rheumatoid factor level,$23.00,NC
WakeMed Cary Hospital,Immunology,HCPCS 86255,Screening test for antibody to noninfectious agent,$70.60,NC
WakeMed Cary Hospital,Immunology,HCPCS 86308,Screening test for mononucleosis (mono),$104.90,NC
WakeMed Cary Hospital,Immunology,HCPCS 86580,Skin test for tuberculosis,$12.88,NC
WakeMed Cary Hospital,Immunology,HCPCS 86592,Syphilis Detection Test,$52.08,NC
WakeMed Cary Hospital,Immunology,HCPCS 86361,T cell count and ratio,$338.88,NC
WakeMed Cary Hospital,Immunology,HCPCS 86360,"T cells; absolute CD4 and CD8 count, including ratio",$136.80,NC
WakeMed Cary Hospital,Immunology,HCPCS 86359,"T cells count, total",$94.68,NC
WakeMed Cary Hospital,Immunology,HCPCS 86800,Thyroglobulin (thyroid protein) antibody measurement,$73.65,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87147,Analysis for antibody bordetella (respiratory bacteria),$29.25,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87070,"Bacterial Culture, any source ",$135.60,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87086,Bacterial urine culture; quantitative colony count,$94.65,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87491,Chlamydia Test,$107.00,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87635,Covid-19 current infection test,$67.50,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87493,Detection test for clostridium difficile,$298.28,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87324,Detection test for clostridium difficile toxins (stool pathogen),$53.90,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87497,"Detection test for cytomegalovirus, quantification",$332.28,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87340,Detection test for Hepatitis Be surface antigen,$87.78,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87536,"Detection test for HIV-1 virus, quantification",$399.80,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87591,Detection Test for Neisseria Gonorrhoeae,$104.85,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87517,Hepatitis B Detection,$438.45,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87389,HIV antigen and antibodies detection test,$136.63,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87624,HPV Detection,$144.98,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87230,Microbial toxin or antitoxin assay,$54.75,NC
WakeMed Cary Hospital,Microbiology,HCPCS 86735,Mumps virus antibody test,$64.65,NC
WakeMed Cary Hospital,Microbiology,HCPCS 86747,Parvovirus antibody test,$73.00,NC
WakeMed Cary Hospital,Microbiology,HCPCS 86762,Rubella virus antibody test,$56.88,NC
WakeMed Cary Hospital,Microbiology,HCPCS 86765,Rubeola virus antibody test,$56.73,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87207,Smear for infectious agents,$103.70,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87177,Smear for Parasites,$80.03,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87206,Special stain for microorganism; special stain for parasites,$77.83,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87045,Stool Culture,$174.00,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87880,Strep Test,$83.73,NC
WakeMed Cary Hospital,Microbiology,HCPCS 87804,Test for Influenza Virus,$20.65,NC
WakeMed Cary Hospital,Microbiology,HCPCS 86780,Treponema pallidum antibody test,$70.98,NC
WakeMed Cary Hospital,Microbiology,HCPCS 86787,Varicella-zoster virus antibody test,$77.03,NC
WakeMed Cary Hospital,Molecular pathology,HCPCS 81256,Gene analysis (hemochromatosis) common variants,$559.75,NC
WakeMed Cary Hospital,Organ or Disease Oriented Panels,HCPCS 80074,Acute hepatitis panel,$369.78,NC
WakeMed Cary Hospital,Organ or Disease Oriented Panels,HCPCS 80048,Basic metabolic panel,$140.55,NC
WakeMed Cary Hospital,Organ or Disease Oriented Panels,HCPCS 80053,"Blood test, comprehensive group of blood chemicals",$194.25,NC
WakeMed Cary Hospital,Organ or Disease Oriented Panels,HCPCS 80061,"Blood test, lipids (cholesterol and triglycerides)",$149.03,NC
WakeMed Cary Hospital,Organ or Disease Oriented Panels,HCPCS 80069,Kidney Function Blood Test Panel,$89.98,NC
WakeMed Cary Hospital,Organ or Disease Oriented Panels,HCPCS 80076,Liver function blood test panel,$157.58,NC
WakeMed Cary Hospital,Surgical Pathology,HCPCS 88312,Special Stain for Microorganism; Gram or Glemsa Stain,$114.13,NC
WakeMed Cary Hospital,Therapeutic Drug Assays,HCPCS 80299,Cortisol (hormone) measurement,$232.43,NC
WakeMed Cary Hospital,Therapeutic Drug Assays,HCPCS 80158,Cyclosporine level,$133.60,NC
WakeMed Cary Hospital,Therapeutic Drug Assays,HCPCS 80162,Digoxin level,$78.85,NC
WakeMed Cary Hospital,Therapeutic Drug Assays,HCPCS 80307,Drug Test(s) by Chemistry Analyzer,$89.50,NC
WakeMed Cary Hospital,Therapeutic Drug Assays,HCPCS 80177,Levetiracetam level,$120.03,NC
WakeMed Cary Hospital,Therapeutic Drug Assays,HCPCS 80178,Lithium Level,$56.00,NC
WakeMed Cary Hospital,Therapeutic Drug Assays,HCPCS 80184,Phenobarbital level,$85.13,NC
WakeMed Cary Hospital,Therapeutic Drug Assays,HCPCS 80185,Phenytoin level,$79.98,NC
WakeMed Cary Hospital,Therapeutic Drug Assays,HCPCS 80197,Tacrolimus Level,$230.83,NC
WakeMed Cary Hospital,Therapeutic Drug Assays,HCPCS 80164,Valproic acid level,$90.90,NC
WakeMed Cary Hospital,Therapeutic Drug Assays,HCPCS 80202,Vancomycin (antibiotic) level,$95.53,NC
WakeMed Cary Hospital,Transfusion,HCPCS 86900,"Blood Typing, ABO",$39.33,NC
WakeMed Cary Hospital,Transfusion,HCPCS 86901,"Blood Typing, Rh (D)",$41.83,NC
WakeMed Cary Hospital,Transfusion,HCPCS 86922,Blood Unit Compatibility Test; Antiglobulin Technique,$86.95,NC
WakeMed Cary Hospital,Transfusion,HCPCS 86945,"Irradiation blood product, each unit",$111.75,NC
WakeMed Cary Hospital,Transfusion,HCPCS 86880,Red blood cell (RBC) antibody detection test,$47.88,NC
WakeMed Cary Hospital,Transfusion,HCPCS 86906,Screening test for compatible blood unit,$70.13,NC
WakeMed Cary Hospital,Transfusion,HCPCS 86850,Screening test for red blood cell (RBC) antibodies,$89.53,NC
WakeMed Cary Hospital,Urinalysis,HCPCS 81003,"Urinalysis, Automated Test",$41.58,NC
WakeMed Cary Hospital,Urinalysis,HCPCS 81002,"Urinalysis, Automated Test",$30.43,NC
WakeMed Cary Hospital,Urinalysis,HCPCS 81001,"Urinalysis with Examination, using Microscope",$32.00,NC
WakeMed Cary Hospital,Urinalysis,HCPCS 81025,Urine Pregnancy Test,$56.80,NC
WakeMed Cary Hospital,Cardiovascular,HCPCS 93017,"Cardiovascular stress test, without interpretation and report",$983.63,NC
WakeMed Cary Hospital,Cardiovascular,HCPCS 93005,"Electrocardiogram, tracing only, without interpretation and report",$223.75,NC
WakeMed Cary Hospital,Cardiovascular,HCPCS 93041,Heart rhythm symptom-related tracing of 24-hour EKG monitoring up to 30 days,$99.90,NC
WakeMed Cary Hospital,Cardiovascular,HCPCS 93226,Holter Testing - 48-Hour EKG,$530.18,NC
WakeMed Cary Hospital,Cardiovascular,HCPCS 93010,Routine 12 Lead EKG with report,$11.70,NC
WakeMed Cary Hospital,Cardiovascular,HCPCS 93660,Tilt table test to evaluate heart (for unexplained fainting),"$2,115.10",NC
WakeMed Cary Hospital,Cardiovascular,HCPCS 93975,Ultrasound Heart,$373.00,NC
WakeMed Cary Hospital,Pulmonary,HCPCS 94729,CO Diffusion Capacity,$350.03,NC
WakeMed Cary Hospital,Pulmonary,HCPCS 94640,Nebulizer Treatment,$65.83,NC
WakeMed Cary Hospital,Pulmonary,HCPCS 94618,Pulmonary stress test,$304.33,NC
WakeMed Cary Hospital,Pulmonary,HCPCS 94010,Spirometry - breathing test,$14.78,NC
WakeMed Cary Hospital,Sleep,HCPCS 95810,Sleep study,"$2,449.43",NC
WakeMed Cary Hospital,Breast,HCPCS 77063,3D Mammogram Screening (Tomosynthesis),$32.78,NC
WakeMed Cary Hospital,Breast,HCPCS 77065,"Diagnostic mammography, unilateral",$180.83,NC
WakeMed Cary Hospital,Breast,HCPCS 77067,Mammogram Screening,$261.38,NC
WakeMed Cary Hospital,Breast,HCPCS 77066,Mammography of both breasts,$252.15,NC
WakeMed Cary Hospital,CT Scan,HCPCS 71275,CT Angiogram Chest with and without Contrast,"$1,711.10",NC
WakeMed Cary Hospital,CT Scan,HCPCS 74150,CT scan Abdomen without Contrast,"$1,113.98",NC
WakeMed Cary Hospital,CT Scan,HCPCS 70450,"CT scan, head or brain, without contrast","$1,036.75",NC
WakeMed Cary Hospital,CT Scan,HCPCS 70486,"CT scan, maxillofacial area; without contrast material",$935.85,NC
WakeMed Cary Hospital,CT Scan,HCPCS 74178,CT scan of abdomen & pelvis with and without contrast material,"$3,113.23",NC
WakeMed Cary Hospital,CT Scan,HCPCS 74177,CT scan of abdomen & pelvis with contrast material,"$2,628.65",NC
WakeMed Cary Hospital,CT Scan,HCPCS 74176,CT scan of abdomen & pelvis without contrast material,"$2,348.93",NC
WakeMed Cary Hospital,CT Scan,HCPCS 74160,CT scan of abdomen with contrast material,"$1,314.65",NC
WakeMed Cary Hospital,CT Scan,HCPCS 74170,CT scan of abdomen without & with contrast material,"$1,751.23",NC
WakeMed Cary Hospital,CT Scan,HCPCS 71260,"CT Scan of thorax, with contrast material","$1,314.65",NC
WakeMed Cary Hospital,CT Scan,HCPCS 71250,"CT Scan of thorax, without contrast material","$1,103.03",NC
WakeMed Cary Hospital,CT Scan,HCPCS 72193,"CT scan, pelvis, with contrast","$1,314.65",NC
WakeMed Cary Hospital,CT Scan,HCPCS 70491,"CT scan, soft tissue neck; with contrast material(s)","$1,362.05",NC
WakeMed Cary Hospital,MRA,HCPCS 70544,"Magnetic resonance angiography, head; without contrast material(s)","$1,419.23",NC
WakeMed Cary Hospital,MRI,HCPCS 72146,MRI chest spine without contrast material,"$1,644.83",NC
WakeMed Cary Hospital,MRI,HCPCS 72148,MRI lumbar spine without contrast material,"$1,644.83",NC
WakeMed Cary Hospital,MRI,HCPCS 72158,MRI lumbar spine without & with contrast material,"$2,170.15",NC
WakeMed Cary Hospital,MRI,HCPCS 72141,MRI neck spine without contrast material,"$1,591.30",NC
WakeMed Cary Hospital,MRI,HCPCS 72156,MRI neck spine without & with contrast material,"$2,066.80",NC
WakeMed Cary Hospital,MRI,HCPCS 74183,MRI of abdomen without & with contrast material,"$2,057.70",NC
WakeMed Cary Hospital,MRI,HCPCS 73221,MRI of upper extremity joint; without contrast material,"$1,583.70",NC
WakeMed Cary Hospital,MRI,HCPCS 70553,MRI scan of brain before and after contrast,"$2,172.60",NC
WakeMed Cary Hospital,MRI,HCPCS 70551,MRI scan of brain (including brain stem); without contrast material,"$1,442.35",NC
WakeMed Cary Hospital,MRI,HCPCS 73721,MRI scan of leg joint,"$1,570.63",NC
WakeMed Cary Hospital,Ultrasound,HCPCS 76805,"Abdominal ultrasound of pregnant uterus, first trimester",$391.63,NC
WakeMed Cary Hospital,Ultrasound,HCPCS 76506,Ultrasound Blood Flow Outside the Brain,$317.80,NC
WakeMed Cary Hospital,Ultrasound,HCPCS 76770,"Ultrasound exam of abdomenal back wall, complete",$451.68,NC
WakeMed Cary Hospital,Ultrasound,HCPCS 76536,Ultrasound exam of head and neck,$445.13,NC
WakeMed Cary Hospital,Ultrasound,HCPCS 76942,Ultrasound guidance for biopsy,$424.45,NC
WakeMed Cary Hospital,Ultrasound,HCPCS 76700,"Ultrasound of abdomen, complete",$543.63,NC
WakeMed Cary Hospital,Ultrasound,HCPCS 76705,"Ultrasound of abdomen, limited",$386.63,NC
WakeMed Cary Hospital,Ultrasound,HCPCS 76857,Ultrasound of pelvis,$81.13,NC
WakeMed Cary Hospital,Ultrasound,HCPCS 76856,"Ultrasound, pelvic, complete",$526.00,NC
WakeMed Cary Hospital,Ultrasound,HCPCS 76830,"Ultrasound, transvaginal",$401.65,NC
WakeMed Cary Hospital,Ultrasound,HCPCS 76881,Ultrasound Veins of Both Arms or Legs,$822.48,NC
WakeMed Cary Hospital,Abdomenal,HCPCS 52204,Biopsy of the bladder using an endoscope,"$2,432.85",NC
WakeMed Cary Hospital,Abdomenal,HCPCS 52000,Diagnostic examination of the bladder and bladder canal (urethra) using an endoscope,$305.88,NC
WakeMed Cary Hospital,Abdomenal,HCPCS 51702,Insertion of Indwelling Bladder Catheter,$138.78,NC
WakeMed Cary Hospital,Abdomenal,HCPCS 51701,Insertion of temporary bladder catheter,$98.38,NC
WakeMed Cary Hospital,Abdomenal,HCPCS 50590,Shock wave crushing of kidney stones,"$2,080.00",NC
WakeMed Cary Hospital,Abdomenal,HCPCS 49585,Umbilical hernia repair (age over 5),"$3,141.20",NC
WakeMed Cary Hospital,Breast,HCPCS 19101,Biopsy of breast,"$2,819.53",NC
WakeMed Cary Hospital,Breast,HCPCS 19120,Excision of cyst of breast,"$3,506.93",NC
WakeMed Cary Hospital,Cardiac,HCPCS 33249,Defibrillator complete system,"$13,519.73",NC
WakeMed Cary Hospital,Cardiac,HCPCS 33240,Defibrillator generator,"$10,328.38",NC
